허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
고원로 문화예술회관,99,10,태백시,강원도 태백시 고원로 203,강원도 태백시 황지동 49-225,37.171932,128.988125,,0,2018-07-01,2018-08-05,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,15:00,,22:00,,,,,,,,,,병입 음료,강원도 태백시,033-550-3015,2018-08-28,4220000,강원도 태백시
연화산길 고원제1구장,03,10,태백시,강원도 태백시 연화산길 10 제1구장,강원도 태백시 문곡소도동  13-9,37.139464,129.003269,,0,2018-07-01,2018-08-05,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,15:00,,22:00,,,,,,,,,,병입 음료,강원도 태백시,033-550-3015,2018-08-28,4220000,강원도 태백시
고원로 문화예술회관,99,10,태백시,강원도 태백시 고원로 203,강원도 태백시 황지동 49-225,37.171932,128.988125,,0,2018-07-01,2018-08-05,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,15:00,,22:00,,,,,,,,,,병입 음료,강원도 태백시,033-550-3015,2018-08-28,4220000,강원도 태백시
번영로(황지동) 태백농협하나로마트 주차장내,99,10,태백시,강원도 태백시 번영로 254,강원도 태백시 황지동 59-192,37.165234,128.986284,,0,2018-07-12,2018-07-19,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,10:00,,21:00,,,,,,,,,,병입 음료,강워도 태백시,033-550-3015,2018-08-28,4220000,강원도 태백시
이월드,01,03,달서구,대구광역시 달서구 두류공원로 200,,35.85486983,128.564828,,월 매출액의 25,2017-08-01,2018-07-31,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,달서구청,053-667-3761,2018-08-20,3470000,대구광역시 달서구
이월드,01,03,달서구,대구광역시 달서구 두류공원로 200,,35.85486983,128.564828,,월 매출액의 30,2017-11-01,2018-10-31,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,달서구청,053-667-3761,2018-08-20,3470000,대구광역시 달서구
두류수영장,03,03,달서구,"""대구광역시 달서구 공원순환로 237 (성당동, 두류워터파크 야외수영장 내)""",,35.84695319,128.5616277,,0,2018-07-27,2018-07-29,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,달서구청,053-667-3761,2018-08-20,3470000,대구광역시 달서구
두류공원,04,03,달서구,대구광역시 달서구 야외음악당로 180 (두류동),,35.85113373,128.5561771,,0,2018-07-27,2018-07-29,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,달서구청,053-667-3761,2018-08-20,3470000,대구광역시 달서구
중앙체육공원,04,13,익산시,전라북도 익산시 하나로 322,전라북도 익산시 어양동 52,35.949841,126.985783,1,14300,2016-10-06,2019-10-05,무,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,,전라북도 익산시,063-859-4692,2019-03-21,4680000,전라북도 익산시
친환경스카이웨이주차장,08,02,동구,,부산광역시 동구 초량동 827-389 친환경스카이웨이주차장,35.1204243703,129.031602706,1,176410,2016-12-15,2018-12-14,연중무휴,10:00,23:00,10:00,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,부산광역시 동구청,051-440-4984,2018-08-23,3270000,부산광역시 동구
동백섬(더베이101),02,02,해운대구,부산광역시 해운대구 동백로 52,부산광역시 해운대구 우동 747-7,35.1566229,129.1521452,1,0원,2015-07-30,2018-12-31,연중무휴,16:00,00:00,11:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,해운대구,051-749-5602,2018-08-10,3330000,부산광역시 해운대구
해운대구청,08,02,해운대구,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.1631596,129.1635629,1,"""연간 1,943,150원""",2017-01-01,2018-12-31,연중무휴,08:00,21:00,08:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,해운대구,051-749-4161,2018-08-10,3330000,부산광역시 해운대구
대천공원,04,02,해운대구,부산광역시 해운대구 장산로 331-19,부산광역시 해운대구 좌동 1381,35.1806743,129.1671202,1,"""연간 95,590원""",2017-11-22,2018-10-31,연중무휴,08:00,22:00,08:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,주류+ 담배,해운대구,051-749-4495,2018-08-10,3330000,부산광역시 해운대구
한밭야구장,03,06,중구,"대전광역시 중구 대종로 373 (부사동, 한밭종합운동장 80구2155)",대전광역시 중구 부사동 177번지 1호 한밭종합운동장 80구2155,36.3172026,127.4285703,1,10000000원,2016-04-04,2019-12-31,야구 비시즌,18:30,20:30,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,치킨 외,대전 중구청 위생과,042-606-6106,2019-04-09,3650000,대전광역시 중구
한밭야구장,03,06,중구,"대전광역시 중구 대종로 373 (부사동, 89구9540)",대전광역시 중구 부사동 177번지 1호 89구9540,36.3172026,127.4285703,1,10000000원,2016-04-07,2020-02-28,야구 비시즌,18:30,20:30,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,치킨 외,대전 중구청 위생과,042-606-6106,2019-04-09,3650000,대전광역시 중구
한밭야구장,03,06,중구,"대전광역시 중구 대종로 373 (부사동, 이글스파크내, 82가7052)","대전광역시 중구 부사동 209번지 1호 이글스파크내, 82가7052",36.3172026,127.4285703,1,10000000원,2017-04-03,2019-11-30,야구 비시즌,18:30,20:30,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,치킨 외,대전 중구청 위생과,042-606-6106,2019-04-09,3650000,대전광역시 중구
문화시설,03,14,순천시,전라남도 순천시  환선로 133,전라남도 순천시 석현동 62-3,34.9626152,127.4871074,0,"""314,250""",2016-07-21,2016-07-21,0,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,주류,전략기획과 규제개혁담당,061-749-5564,2018-08-31,4820000,전라남도 순천시
유원시설,99,14,순천시,전라남도 순천시 석현동 549-1,전라남도 순천시 석현동 549-1,34.9694132,127.4872612,1,"""314,250""",2018-04-20,2018-04-20,없음,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,주류,전략기획과 규제개혁담당,061-749-5564,2018-08-31,4820000,전라남도 순천시
남광주시장,99,05,동구,광주광역시 동구 제봉로7,광주광역시 동구 학동55,35.1389369645,126.921872948,8,0,2016-09-09,2019-01-16,월요일+화요일+수요일+목요일,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,주류,광주광역시 동구,062-608-2463,2018-09-19,3590000,광주광역시 동구
아시아문화전당,01,05,동구,광주광역시 동구 문화전당로38,광주광역시 동구 광산동 13,35.1469145949,126.91999536,5,0,2017-08-24,2018-11-30,월요일+화요일+수요일+목요일,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,주류,광주광역시 동구,062-608-2463,2018-09-19,3590000,광주광역시 동구
영남이공대학교 기계공학관 맞은편 공터,06,03,남구,대구광역시 남구 현충로 170,대구광역시 남구 대명동 317-1 영남이공대학교,35.8471617285,128.586548719,1,0,2018-03-02,2018-12-15,2018.6.24~8.26,11:00,14:00,00:00,00:00,,,,,11:00,14:00,11:00,14:00,11:00,14:00,11:00,14:00,,,11:00,14:00,11:00,14:00,11:00,14:00,11:00,14:00,11:00,14:00,,대구시남구청,053-664-2765,2018-08-27,3440000,대구광역시 남구
우치공원,04,05,북구,광주광역시 북구 우치로 677(생용동),광주광역시 북구 생용동 90번지,35.225792,126.896034,1,"년28,000원",2016-04-19,2018-04-18,평일,00:00,00:00,11:00,17:00,11:00,17:00,11:00,17:00,11:00,17:00,10:00,20:00,10:00,20:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,11:00,17:00,,광주광역시 우치공원,062-613-5860,2019-03-05,3620000,광주광역시 북구
원동문화생태공원(원동A),05,16,양산시,,경상남도 양산시 원동면 용당리 566,35.3684250638,128.904450968,1,공시지가(원) × 면적 × 1(년) × 0.015,2016-03-22,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2018-12-14,5380000,경상남도 양산시
서룡수변공원(서룡A),05,16,양산시,,경상남도 양산시 원동면 서룡리 586-3,35.3374618788,128.956076892,1,공시지가(원) × 면적 × 1(년) × 0.015,2016-04-04,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2018-12-14,5380000,경상남도 양산시
서룡수변공원(서룡B),05,16,양산시,,경상남도 양산시 원동면 서룡리 586-3,35.3374618788,128.956076892,1,공시지가(원) × 면적 × 1(년) × 0.015,2016-03-25,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2018-12-14,5380000,경상남도 양산시
황산문화체육공원(황산A),05,16,양산시,,경상남도 양산시 물금읍 물금리 640-12,35.3104294768,128.978081761,1,공시지가(원) × 면적 × 1(년) × 0.015,2016-04-22,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2018-12-14,5380000,경상남도 양산시
황산문화체육공원(황산B),05,16,양산시,,경상남도 양산시 물금읍 물금리 214,35.2980205065,128.989615963,1,공시지가(원) × 면적 × 1(년) × 0.015,2016-04-21,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2018-12-14,5380000,경상남도 양산시
황산문화체육공원(황산C),05,16,양산시,,경상남도 양산시 물금읍 물금리 171-4,35.3020521557,128.98995213,1,공시지가(원) × 면적 × 1(년) × 0.015,2016-04-29,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2018-12-14,5380000,경상남도 양산시
황산문화체육공원(황산D)),05,16,양산시,,경상남도 양산시 물급읍 증산리 291,,,1,공시지가(원) × 면적 × 1(년) × 0.015,2016-04-25,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2018-12-14,5380000,경상남도 양산시
가산수변공원,05,16,양산시,,경상남도 양산시 동면 가산리 759,35.2942449658,129.019060069,1,공시지가(원) × 면적 × 1(년) × 0.015,2019-01-01,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2018-12-14,5380000,경상남도 양산시
동해시웰빙스포츠타운 일원,03,10,동해시,강원도 동해시 덕골길 10(천곡동),강원도 동해시 천곡동 363-1,37.5163361,129.1031991,0,"""월 800,000원""",2016-11-01,2017-01-31,토요일+일요일+공휴일,09:00,20:00,10:00,21:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,20:00,10:00,20:00,10:00,21:00,10:00,21:00,09:00,20:00,09:00,20:00,10:00,19:00,10:00,19:00,병입 음료,동해시,033-530-2122,2018-09-01,4210000,강원도 동해시
팔달문 차없는 거리 및 지동교,99,09,수원시,경기도 수원시 팔달구 팔달문로 9,경기도 수원시 팔달구 팔달로2가 48-1번지,37.277718,127.018472,18,42만원/년,2018-07-17,2019-12-31,없음,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,"""기선정메뉴, 주류""",수원시청,031-228-3269,2018-08-02,3740000,경기도 수원시
호암근린공원,04,11,충주시,충청북도 충주시 상아배이길 84,충청북도 충주시 호암동 산76-3,36.9604513051,127.9224554434,1,"27,700",2015-10-23,2019-10-30,일정하지않음,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,주류,충주시청 위생과,043-850-3471,2019-04-23,4390000,충청북도 충주시
자유시장아케이트내,07,11,충주시,충청북도 충주시 충의동 286번지,충청북도 충주시 충의동 286번지,36.9737847107,127.9296689256,1,0,2019-04-05,2019-12-26,일정하지않음,17:00,00:00,17:00,00:00,,,,,,,17:00,00:00,17:00,00:00,17:00,00:00,08:00,00:00,17:00,00:00,17:00,00:00,17:00,00:00,17:00,00:00,17:00,00:00,주류,충주시청 위생과,043-850-3471,2019-04-23,4390000,충청북도 충주시
평택시청 앞 광장,08,09,평택시,경기도 평택시 경기대로 245,,36.9923004756,127.112526685,,"""년 777,750원""",2018-06-11,2020-06-10,연중무휴,08:00,22:00,08:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,평택시,031-8024-2263,2018-07-31,3910000,경기도 평택시
이충레포츠공원,03,09,평택시,경기도 평택시 장안웃길 149,,37.0660589332,127.070708126,,"""년 278,250원""",2017-07-26,2019-07-25,연중무휴,08:00,22:00,08:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,평택시,031-8024-2263,2018-07-31,3910000,경기도 평택시
이충레포츠공원,03,09,평택시,경기도 평택시 장안웃길 149,,37.0660589332,127.070708126,,"""년 278,250원""",2017-09-11,2019-09-10,연중무휴,08:00,22:00,08:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,평택시,031-8024-2263,2018-07-31,3910000,경기도 평택시
안중시장 내,99,09,평택시,경기도 평택시 안중읍 안중리 262-56,,36.9871017442,126.927442001,,"""년 188,880원""",2017-10-16,2019-10-15,연중무휴,08:00,22:00,08:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,평택시,031-8024-2263,2018-07-31,3910000,경기도 평택시
안중시장 고객센터 앞,99,09,평택시,경기도 평택시 안중읍 안중리 268-5,,36.9876320022,126.92813343,,"""년 241,560원""",2017-09-21,2017-09-20,연중무휴,08:00,22:00,08:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,평택시,031-8024-2263,2018-07-31,3910000,경기도 평택시
안중시장 고객센터 앞,99,09,평택시,경기도 평택시 안중읍 안중리 268-5,,36.9876320022,126.92813343,,"""년 241,560원""",2017-12-08,2019-12-07,연중무휴,08:00,22:00,08:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,평택시,031-8024-2263,2018-07-31,3910000,경기도 평택시
사라봉공원,04,17,제주시,제주특별자치도 제주시 건입동 505번지 2호,제주특별자치도 제주시 건입동 505번지 2호,33.5157689169,126.547336369,1,"""368,280/년""",2016-05-11,2019-05-10,연중무휴,10:00,18:00,10:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,제주시 위생관리과,064-728-2628,2018-08-27,6510000,제주특별자치도 제주시
구좌 해안도로,08,17,제주시,제주특별자치도 제주시 구좌읍 종달리 724번지 1호,제주특별자치도 제주시 구좌읍 종달리 724번지 1호,33.4874284822,126.902362907,1,"""11,000,000/년""",2017-07-24,2022-05-15,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,제주시 위생관리과,064-728-2628,2018-08-27,6510000,제주특별자치도 제주시
수목원테마파크,01,17,제주시,제주특별자치도 제주시 은수길 69 (연동),,33.4706503551,126.488217758,16,없음,2018-05-01,2018-12-31,연중무휴,19:00,22:00,19:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,제주시 위생관리과,064-728-2628,2018-08-27,6510000,제주특별자치도 제주시
경마공원,03,17,제주시,제주특별자치도 제주시 애월읍 평화로 2144,,33.4087624988,126.395553194,1,"""396,000원/년""",2018-01-08,2020-01-07,연중무휴,10:00,18:00,10:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,제주시 위생관리과,064-728-2628,2018-08-27,6510000,제주특별자치도 제주시
경마공원,03,17,제주시,제주특별자치도 제주시 애월읍 평화로 2144,,33.4087624988,126.395553194,3,없음,2018-07-21,2018-09-02,연중무휴,10:00,18:00,10:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,제주시 위생관리과,064-728-2628,2018-08-27,6510000,제주특별자치도 제주시
자연학습공원,04,09,의왕시,"""경기도 의왕시 왕송못동로 307 (월암동, 자연학습공원 내)""",경기도 의왕시 월암동 543번지 3호 자연학습공원 내,37.3071062747,126.953147353,1,"""년 39,930원""",2016-07-07,2018-07-06,월요일+화요일+수요일+목요일+금요일,00:00,00:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,의왕시,031-345-2821,2018-08-01,4030000,경기도 의왕시
자연학습공원,04,09,의왕시,"""경기도 의왕시 왕송못동로 307 (월암동, 월암동 자연학습공원 내)""",경기도 의왕시 월암동 543번지 3호 월암동 자연학습공원 내,37.3071062747,126.953147353,1,"""년 39,930원""",2016-08-25,2018-08-16,월요일+화요일+수요일+목요일+금요일,00:00,00:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,의왕시,031-345-2821,2018-08-01,4030000,경기도 의왕시
왕송호수공원,04,09,의왕시,,경기도 의왕시 초평동 278번지 9호 왕송호수공원 내,,,1,"""년 33,290원""",2016-12-20,2019-12-14,월요일+화요일+수요일+목요일+금요일,00:00,00:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,의왕시,031-345-2821,2018-08-01,4030000,경기도 의왕시
왕송호수공원,04,09,의왕시,,경기도 의왕시 초평동 278번지 9호 왕송호수공원 내,,,1,"""년 33,290원""",2016-12-05,2019-12-04,월요일+화요일+수요일+목요일+금요일,00:00,00:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,의왕시,031-345-2821,2018-08-01,4030000,경기도 의왕시
의왕시청,08,09,의왕시,"""경기도 의왕시 시청로 11 (고천동, 의왕시청)""",경기도 의왕시 고천동 171번지 의왕시청,37.3453186079,126.967989175,1,"""년 349,910원""",2017-03-20,2018-08-31,월요일+화요일+수요일+목요일+금요일,00:00,00:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,의왕시,031-345-2821,2018-08-01,4030000,경기도 의왕시
자연학습공원,04,09,의왕시,"""경기도 의왕시 왕송못동로 307 (월암동, 자연학습공원 내)""",경기도 의왕시 월암동 543번지 3호 자연학습공원 내,37.3071062747,126.953147353,1,"""년 39,930원""",2017-06-07,2018-11-03,월요일+화요일+수요일+목요일+금요일,00:00,00:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,의왕시,031-345-2821,2018-08-01,4030000,경기도 의왕시
청계TG졸음쉼터,07,09,의왕시,"""경기도 의왕시 안양판교로 476 (청계동, 서울외곽고속도로 청계TG졸음쉼터 내)""",경기도 의왕시 청계동 산 8번지 18호 서울외곽고속도로 청계TG졸음쉼터 내,37.3932698389,127.022310269,1,"""월 100,000원""",2018-02-23,2019-02-28,연중무휴,08:00,19:00,08:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,의왕시,031-345-2821,2018-08-01,4030000,경기도 의왕시
청계산 공영주차장,99,09,의왕시,,경기도 의왕시 청계동 77번지 청계산 공영주차장,37.3867725897,127.016680444,1,"""년 20,790원""",2017-09-27,2018-12-31,월요일+화요일+수요일+목요일+금요일,00:00,00:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,의왕시,031-345-2821,2018-08-01,4030000,경기도 의왕시
기장군청,08,02,기장군,부산광역시 기장군 기장대로 560,부산광역시 기장군 기장읍 신천리 1,35.2434819712,129.2229544987,1,연327750원,2017-03-03,2021-01-24,연중무휴,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,기장군,051-709-4162,2019-01-23,3400000,부산광역시 기장군
국유지,08,02,기장군,부산광역시 기장군 기장읍 죽성리 134-10,부산광역시 기장군 기장읍 죽성리 134-10,35.2405513020,129.2481283339,1,연171950원,2018-07-26,2023-07-04,연중무휴,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,,한국자산관리공사,051-794-4669,2019-01-23,3400000,부산광역시 기장군
완산쳬련공원,03,13,전주시 완산구,전라북도 전주시 완산구 모악산자락길 22(중인동),전라북도 전주시 완산구 중인동 361-1,35.767450,127.101600,1,"월 55,000원",2018-10-15,2019-10-14,연중무휴,10:00,18:00,08:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,전라북도 전주시시설관리공단 공원운영부,063-239-2568,2018-10-19,4640000,전라북도 전주시
상림고운광장,04,16,함양군,경상남도 함양군 함양읍 교산리 1041번지,경상남도 함양군 함양읍 교산리 1041번지,35.525150,127.721016,1,"년9,400원",2016-10-10,2019-10-31,연중무휴,09:00,21:00,09:00,21:00,10:00,19:00,10:00,19:00,10:00,19:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,10:00,19:00,없음,경상남도 함양군,055-960-5532,2018-10-15,5460000,경상남도 함양군
경산생활체육공원,04,15,경산시,"""경상북도 경산시 남매로 100 (상방동, 경산생활체육공원 일원)""",경상북도 경산시 상방동 10번지 경상생활체육공원 일원,35.82111702,128.743774781,1,0,2017-06-20,2019-05-31,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,경상북도 경산시 보건소,053-810-6337,2018-09-05,5130000,경상북도 경산시
대구대학교,06,15,경산시,경상북도 경산시 진량읍 대구대로 201 (조형예술대학 5호관 앞),경상북도 경산시 진량읍 내리리 15번지 조형예술대학 5호관 앞,35.904537694,128.842814453,1,0,2017-10-19,2018-09-19,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,경상북도 경산시 보건소,053-810-6337,2018-09-05,5130000,경상북도 경산시
삼성현역사문화공원,01,15,경산시,경상북도 경산시 남산면 삼성현공원로 59,경상북도 경산시 남산면 인흥리 250번지,35.8016890893,128.796609479,1,0,2017-11-09,2019-10-26,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,경상북도 경산시 보건소,053-810-6337,2018-09-05,5130000,경상북도 경산시
경일대학교,06,15,경산시,"""경상북도 경산시 하양읍 가마실길 50, 경일대학교 학생회관 1층 앞주차장 18호관 편의점 앞 주차장""","""경상북도 경산시 하양읍 부호리 33번지 경일대학교 학생회관 1층 앞 주차장, 18호관 편의점 앞 주차장""",35.9110678896,128.802043976,1,0,2018-03-09,2018-12-31,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,경상북도 경산시 보건소,053-810-6337,2018-09-05,5130000,경상북도 경산시
대구한의대학교,06,15,경산시,"""경상북도 경산시 한의대로 1, 대구한의대학교 (유곡동)""",경상북도 경산시 유곡동 290번지 1호 대구한의대학교,35.7939882475,128.777323467,1,0,2018-08-09,2019-12-31,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,경상북도 경산시 보건소,053-810-6337,2018-09-05,5130000,경상북도 경산시
송촌체육공원,04,06,대덕구,대전광역시 대덕구 법동 138번지 3호 송촌체육공원 일원,,,,,"연 141,000원",2017-02-28,2020-02-27,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,대전광역시 대덕구,042-608-6893,2019-04-19,3680000,대전광역시 대덕구
대덕구노인종합복지회관,08,06,대덕구,대전광역시 대덕구 계족로740번길 80 (읍내동),,36.3782583557,127.4314387090,,"연 16,730원",2017-11-24,2019-11-14,연중무휴,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,대전광역시 대덕구,042-608-6893,2019-04-19,3680000,대전광역시 대덕구
신대노인종합복지관,08,06,대덕구,대전광역시 대덕구 회덕로22번길 5 (신대동),,36.3987504146,127.4204582192,,"연 56,950원",2017-11-24,2019-11-14,연중무휴,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,대전광역시 대덕구,042-608-6893,2019-04-19,3680000,대전광역시 대덕구
인제군농특산물전시판매장 주차장,99,10,인제군,강원도 인제군 인제읍 비봉로 48,강원도 인제군 인제읍 상동리 430번지,38.035387,128.102706,2,"공시지가의 50/1,000",2018-05-23,2023-05-09,연중무휴,09:00,20:00,09:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,인제군,033-460-2246,2019-05-02,4330000,강원도 인제군
서울외곽고속도로 김포TG내측 졸음쉼터,07,09,김포시,,경기도 김포시 고촌읍 신곡리 760-1,37.5922928,126.7594828,1,"월100,000원",2018-02-26,2020-02-29,연중무휴,08:00,19:00,08:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,김포시,031-980-2253,2019-03-11,4090000,경기도 김포시
서울외곽고속도로 김포TG외측 졸음쉼터,07,09,김포시,,경기도 김포시 고촌읍 신곡리 800-1,37.5869702,126.7518781,1,"월100,000원",2018-12-15,2019-12-14,연중무휴,08:00,19:00,08:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,김포시,031-980-2253,2019-03-11,4090000,경기도 김포시
